Precio (dolares),Número de Habitaciones,Piso,Barrio
192398,2,17,32
489504,3,14,47
984888,4,11,33
333368,2,13,46
205315,5,15,40
468497,2,8,20
161715,4,4,45
636818,3,12,24
604734,5,19,17
238742,3,18,40
460754,1,18,26
225539,1,13,43
382655,5,2,9
28281,4,15,14
388747,1,9,14
668810,2,9,47
138479,1,8,29
269330,5,11,36
723445,3,13,30
816093,4,1,20
622160,5,10,43
879906,2,12,27
189784,2,8,1
315686,2,16,38
224287,2,19,44
963660,5,7,47
749738,2,15,14
882781,4,1,34
784823,1,9,40
913820,4,13,24
219207,4,16,18
210394,2,10,46
579018,4,13,35
639532,4,17,1
705900,5,12,12
741530,3,1,15
253758,2,10,1
197110,2,4,8
959983,4,5,8
91228,5,14,16
515598,1,12,28
311229,4,12,22
454397,2,3,37
49899,3,14,46
501618,1,4,27
854415,4,10,37
623920,4,20,3
964597,5,20,38
720093,4,20,7
865214,4,8,20
836183,4,2,28
142295,4,3,2
461494,4,1,30
46562,2,13,43
260104,3,12,8
131424,4,1,25
58269,5,12,17
793057,5,17,39
433784,4,9,27
524228,3,9,45
138588,1,11,32
799171,1,16,7
969480,2,2,21
350623,1,13,13
154888,5,10,24
750296,3,8,34
677433,5,1,10
34567,2,17,41
54883,3,15,5
674408,5,12,40
766863,3,6,40
730659,2,4,29
174342,3,1,39
602195,2,6,22
704689,2,1,4
366083,5,20,46
149538,3,6,23
385787,1,6,2
905250,3,2,27
899445,5,16,48
949064,1,13,30
296229,4,4,15
105217,1,20,49
194109,3,19,37
145426,4,7,14
289376,5,15,40
824768,2,9,17
457409,5,20,23
820869,3,1,31
31808,3,12,22
629589,1,12,30
468169,2,18,34
385046,5,3,28
448397,3,10,14
556996,4,12,1
682471,4,9,26
877740,4,9,43
556393,3,7,14
625369,5,2,47
829193,1,5,23
419119,2,2,3
542710,1,18,37
483258,2,17,32
334743,1,3,32
223496,2,13,47
104500,1,11,50
261250,1,8,16
861540,5,6,38
41799,1,20,38
976351,2,17,46
325905,5,11,36
549225,3,9,33
712767,1,20,50
349888,2,11,20
109099,4,19,24
813738,4,11,28
55163,2,6,22
736449,5,12,48
392421,3,18,45
107045,2,17,23
133387,4,12,32
984172,2,1,2
717997,2,7,8
56397,5,8,38
352123,4,8,1
478107,3,17,10
117523,4,16,13
914782,2,17,20
436832,2,6,5
235198,2,11,28
718838,3,13,43
725567,4,15,23
691968,3,9,13
774142,5,6,49
837835,1,6,47
318371,3,3,4
248894,1,7,4
469842,2,10,43
457061,4,6,13
796233,4,18,20
487450,1,15,3
102206,1,10,47
625924,2,13,26
715563,5,9,19
215350,3,18,31
959760,1,2,11
486427,1,11,32
500740,4,2,45
49491,4,8,50
417853,5,2,44
42877,3,5,2
621797,5,19,7
547154,2,12,12
989234,2,9,47
187237,3,20,34
77274,5,18,22
129321,1,17,26
935521,3,17,12
58816,4,13,20
257009,2,3,14
551684,3,4,45
533968,4,2,8
587628,3,10,39
320527,3,2,46
118589,4,3,8
367677,5,19,50
268388,5,12,6
712246,2,10,26
756197,2,16,23
92575,5,14,21
660040,1,14,21
492598,5,18,33
953513,1,11,9
114528,4,2,40
326658,4,8,29
300089,5,7,47
934414,5,20,26
373236,3,4,12
280827,5,5,14
975953,3,3,46
900337,4,15,11
180892,5,19,31
447554,3,7,31
556876,1,16,8
985523,5,10,48
908045,2,7,1
484231,1,5,47
564821,3,10,41
595173,1,15,47
315086,2,3,42
718412,1,14,47
591237,1,5,45
76377,2,11,30
112224,2,1,24
798524,2,12,19
831433,5,12,32
475394,2,13,34
802849,2,1,17
835526,2,10,11
790843,5,10,16
845346,3,2,19
826485,2,18,3
497582,4,19,5
360540,1,3,33
338123,1,16,25
267449,1,14,25
593815,3,14,47
699347,1,1,22
318624,2,12,12
722774,5,12,41
817012,2,7,47
306613,1,6,17
152272,4,11,40
430976,1,2,1
708779,1,7,32
69508,5,8,8
184436,1,4,11
594272,4,13,20
122576,1,20,49
81126,2,7,21
178177,1,18,9
835353,3,12,45
846829,4,6,4
948906,1,1,9
198775,4,8,39
283313,5,10,37
516685,4,3,8
779377,4,3,13
447805,3,14,38
825980,1,3,10
161454,1,4,29
585301,3,20,48
534263,5,19,40
171960,5,20,26
197934,3,18,13
878043,3,14,8
80811,3,12,9
664494,2,3,33
359019,1,11,29
137155,5,15,36
193981,4,16,43
854590,5,1,41
167433,1,2,42
685441,4,1,17
264578,5,19,35
182683,4,11,20
988756,1,1,45
789037,3,9,8
132694,1,6,12
602373,5,15,22
630994,2,20,14
183174,2,13,23
728217,5,17,42
486220,5,16,12
965136,5,17,41
304454,3,13,48
917691,5,2,16
926654,3,12,15
662274,1,15,13
588334,1,17,1
758993,5,15,45
541587,2,7,4
97150,3,5,12
115942,4,8,32
892783,5,8,50
734166,5,18,21
139968,4,10,28
894768,4,6,46
452859,3,12,2
102170,5,13,30
118466,1,20,22
40020,4,16,24
874451,3,13,13
663438,5,8,16
422020,3,11,21
573083,1,8,21
803320,3,17,24
413579,1,6,24
223281,1,20,15
822770,3,14,44
630341,1,5,27
401129,2,15,10
351574,2,11,4
427512,5,3,7
523460,2,6,3
39621,3,9,27
987046,2,12,46
770941,2,10,12
748808,1,1,26
940456,4,6,28
530840,2,6,13
620427,2,19,45
645558,2,17,14
264178,1,1,35
430617,5,7,27
709230,4,4,30
724612,2,15,8
554331,2,14,45
70830,5,5,49
600848,4,7,4
581869,2,10,32
984145,4,15,30
130010,1,18,45
758066,3,20,38
546170,2,20,39
78665,3,2,50
239893,4,12,21
659985,2,6,4
972676,4,16,39
913522,4,12,2
747693,5,6,44
126144,5,17,30
999241,5,18,3
435770,2,11,7
218275,3,18,23
34814,2,1,44
64284,4,3,19
686510,2,13,23
701675,1,1,8
679203,4,12,9
233219,1,14,6
995293,5,10,10
668056,5,3,38
823858,1,7,36
529359,1,6,49
699535,5,20,15
799358,5,2,37
935013,5,6,30
140845,4,8,11
427306,4,14,42
836504,5,7,47
107132,1,11,7
108225,4,15,9
939396,3,7,4
543487,2,11,29
370797,1,14,48
910122,2,6,19
884387,5,19,30
469252,2,4,49
492252,3,10,23
52701,4,4,28
186726,3,1,21
427203,2,6,44
970144,2,20,35
543705,2,17,11
644835,1,1,1
885643,3,8,39
372044,2,11,24
699259,3,4,17
65875,1,9,19
125659,3,17,23
334490,1,12,18
458036,2,18,13
51979,4,16,45
551934,5,11,27
530500,1,19,35
182500,1,3,46
380284,1,16,41
279832,2,9,32
98951,1,1,33
134018,4,1,35
563445,5,8,43
365835,1,17,4
661663,5,4,36
204503,4,1,26
989629,1,8,9
501596,3,13,5
358779,1,19,39
799349,5,8,48
942316,4,4,18
702696,4,4,14
20679,4,15,37
181204,4,3,28
748192,5,19,21
48734,2,11,36
358702,3,3,36
604245,5,8,6
862423,2,1,4
158335,3,14,20
953349,4,11,45
158310,4,11,36
123767,4,12,16
791964,5,15,49
486029,1,10,29
501539,5,4,32
719529,1,2,34
174410,1,13,2
388524,3,15,10
688618,1,8,23
836668,1,18,21
75959,1,18,27
358356,1,10,39
785357,4,17,11
740518,4,19,24
387276,1,12,11
712320,1,4,8
672440,3,12,36
517856,2,17,12
941910,1,18,44
121746,4,2,26
126213,2,13,36
307332,1,17,46
664944,5,18,26
392782,1,9,46
290030,1,9,1
744441,1,16,49
570711,5,17,47
211224,1,14,7
621459,2,6,23
185835,2,11,36
621378,3,15,31
498134,5,1,31
696235,5,18,9
528592,4,8,37
191245,5,15,10
248987,4,19,32
613063,1,5,18
540187,4,19,33
179857,1,16,50
275967,4,14,6
527295,2,20,28
406885,5,12,39
932080,5,18,33
364428,1,11,27
112050,1,8,40
753489,4,9,32
755254,3,8,13
309280,2,10,47
552879,2,20,18
665682,3,3,10
866250,1,18,27
830609,4,19,25
103465,4,4,7
619562,4,19,2
233502,2,20,2
927825,4,10,45
783906,1,11,12
774758,3,10,24
415122,3,12,33
276401,4,13,25
83251,4,4,30
306336,4,3,29
127281,3,17,22
77762,3,8,40
137143,3,10,38
495551,5,7,2
518991,2,12,45
878604,5,10,41
609543,3,17,14
928015,3,19,2
897291,3,18,16
590382,2,13,25
749843,3,10,18
108026,1,13,18
759320,4,15,45
430956,3,11,47
958116,3,10,48
560652,1,3,18
354856,4,10,43
719058,1,10,15
169514,2,19,2
675356,1,19,28
747308,2,19,44
683354,1,19,18
163276,1,5,26
455676,2,14,27
787661,5,14,22
986527,3,8,13
805952,3,8,29
318943,3,14,7
957938,2,6,15
749275,3,16,7
746920,4,17,33
397711,3,10,38
968360,2,6,39
442394,1,1,43
404627,5,9,5
990779,5,11,2
905769,1,18,12
959246,1,5,14
35065,5,8,2
38721,1,20,46
955595,5,18,32
233634,3,11,16
398267,2,1,4
190940,3,3,21
87378,2,12,5
218493,1,10,21
681028,3,19,16
626754,1,16,16
968092,1,6,1
429151,5,19,22
135913,5,15,36
396118,3,8,3
28610,4,12,36
780563,4,15,30
525847,4,12,41
372832,1,14,2
252148,2,1,25
804644,1,15,12
57436,2,10,50
819267,2,4,1
449331,2,9,14
57398,2,11,50
217550,3,13,4
334991,4,5,30
992119,1,15,20
596801,1,2,36
987144,1,7,33
592352,1,12,22
167505,3,8,41
786145,1,6,48
260514,4,6,33
110028,2,2,44
75015,3,8,34
94007,1,2,31
226120,3,15,9
928321,1,12,15
491521,4,10,1
587574,2,19,9
719723,1,3,23
350590,3,19,25
452854,5,17,18
519220,5,11,7
301007,5,5,19
524617,2,18,39
848759,2,19,26
299592,2,14,40
616422,2,3,46
540677,2,17,4
594145,5,8,32
23182,2,16,4
666365,3,14,3
489732,3,13,9
477469,1,14,44
542452,5,5,24
638364,3,10,5
960267,1,15,32
764034,1,12,12
330572,2,2,31
972090,4,7,10
358075,4,12,4
834696,3,10,13
518150,4,12,20
224684,3,10,29
579983,3,20,40
254457,5,13,15
512873,2,11,21
244495,5,1,2
710160,1,6,9
721647,5,17,37
78382,4,10,50
457959,4,3,26
682173,4,2,4
229714,5,7,32
509579,1,15,17
103799,5,2,18
116964,4,13,25
922784,1,11,10
322810,4,15,46
429713,4,16,32
419303,5,4,32
171618,1,12,22
996466,5,2,21
830501,4,2,5
747111,3,8,13
337010,5,15,11
816089,2,1,6
965923,4,15,21
723974,3,11,41
910368,4,3,30
941471,4,20,5
755512,4,14,40
99053,2,3,4
499626,1,13,50
206093,3,1,7
265702,2,12,28
514962,5,7,16
979909,2,12,21
880626,2,13,41
222196,3,2,30
243308,4,1,4
897334,4,5,1
329009,4,3,17
730929,1,7,44
739907,3,3,12
738561,1,20,10
408051,1,18,34
708887,4,10,19
701231,1,5,16
740307,4,5,29
384600,5,7,32
958360,2,3,1
688022,1,17,5
37742,3,10,49
476820,3,19,4
445473,2,16,1
28827,3,18,49
305665,5,20,37
640439,4,2,46
878683,1,13,22
630958,1,1,43
133946,5,7,38
29349,4,3,34
497340,1,12,19
119006,2,8,7
950793,2,14,39
397162,3,6,35
770654,2,19,29
524546,1,17,35
191743,2,16,44
525082,1,16,2
312780,5,14,7
288305,3,8,2
324828,3,8,9
216498,2,3,41
513184,5,3,8
483339,1,14,39
856353,4,11,16
947755,5,18,40
721404,2,16,20
761339,1,17,18
346884,4,4,24
515203,5,17,25
706503,4,1,48
680536,2,4,49
882404,1,14,23
553128,2,2,45
75234,5,19,6
967949,3,7,49
883824,5,18,2
832918,1,15,6
998597,1,14,41
318283,1,18,7
716532,3,10,10
692528,3,15,38
421550,5,15,37
477650,5,7,27
159170,4,17,5
266514,4,4,44
829274,5,19,14
649926,4,1,28
927570,5,14,20
719857,1,7,7
206183,4,6,39
739465,3,5,26
387520,3,11,25
833581,5,5,8
710759,2,8,20
411529,1,5,2
131878,2,12,49
795640,3,6,13
425980,2,10,14
48929,2,2,30
847066,1,18,8
593904,5,6,15
736314,3,17,17
530643,4,16,16
809240,4,3,1
357359,1,8,38
790140,5,14,2
560549,1,4,24
930328,5,18,24
260362,4,18,30
115393,4,16,17
865583,2,2,4
175005,5,14,11
243600,2,11,6
543766,5,8,6
853365,1,19,25
239384,4,8,29
628190,1,14,36
325948,1,3,1
352220,5,20,38
92582,5,10,2
240399,2,12,33
101461,2,16,8
949779,4,16,46
390976,3,13,18
946932,3,14,31
179778,4,16,15
436463,4,18,8
244562,3,4,4
935333,1,2,36
536463,2,15,7
817463,2,10,47
662679,1,10,38
782484,4,4,44
510523,1,19,1
810578,1,6,1
736084,4,2,18
387304,4,8,43
110303,2,20,6
42697,3,14,11
736875,2,6,46
863512,1,15,10
941786,2,10,23
392073,2,18,29
612757,1,4,46
770178,4,19,50
859670,3,11,12
158124,2,11,36
417173,1,19,47
761373,4,19,1
272114,5,11,44
732364,2,16,49
401443,5,5,18
131079,4,10,24
579363,3,14,19
220027,4,9,43
226011,1,14,7
721703,2,5,26
645056,4,12,7
446086,1,6,49
519675,4,15,49
134221,3,18,48
786383,5,15,10
944843,5,8,16
835751,2,18,27
751581,2,2,36
832895,1,6,40
849805,3,4,37
530504,3,8,3
362659,2,16,36
713312,3,17,5
31005,5,3,36
971205,5,6,4
933747,5,12,22
110446,5,18,42
948230,1,19,2
807106,2,7,31
706036,1,9,41
336521,2,4,2
993134,1,4,12
585162,3,12,43
162709,1,3,18
822056,2,3,48
985948,4,17,39
257339,2,17,2
829236,4,6,47
805381,1,1,26
79745,1,3,30
840457,3,12,21
682739,5,9,32
382919,3,16,34
226660,5,19,29
597102,3,1,42
370871,4,20,50
448734,2,15,29
668001,4,8,40
351197,2,13,23
715322,2,11,44
192126,5,4,8
781669,1,2,6
172453,4,8,49
429048,5,19,32
192110,1,10,7
252991,4,15,47
118875,5,10,12
789401,5,20,31
948065,5,1,6
906233,4,4,34
114855,4,18,40
417010,2,1,13
819086,3,3,19
346101,4,6,12
224038,5,6,45
185037,1,18,49
868285,4,19,43
203910,5,19,49
554349,1,7,4
829314,1,18,46
207642,3,3,19
970278,3,18,34
265664,4,9,48
249494,4,7,43
998461,1,12,38
876944,3,7,43
31416,1,18,6
408859,5,19,23
827866,1,14,38
161464,3,17,32
835409,4,12,7
577884,1,1,11
382713,3,3,11
254554,3,18,43
768341,5,19,48
926631,1,5,22
541078,3,1,14
814026,4,3,13
182163,3,19,9
246521,5,4,36
511982,4,9,20
721577,1,15,9
170652,5,10,40
308252,5,19,43
820420,1,14,32
125439,4,7,46
441666,3,15,48
157542,5,5,20
408210,4,12,12
190858,2,18,12
57059,2,20,15
115619,4,19,47
775781,1,11,22
482999,3,3,14
156765,2,13,38
580810,4,12,40
795894,2,11,30
438739,3,4,27
63986,1,2,22
209488,5,7,47
319726,1,5,15
810077,5,3,49
568104,2,14,21
538683,2,6,8
68812,3,12,42
442973,1,19,44
465632,3,9,11
753288,1,19,20
773118,5,13,23
940473,2,20,41
604163,2,9,1
54268,2,1,47
248882,3,9,17
145044,5,17,44
423374,1,12,46
212666,4,16,37
665499,5,12,39
423305,1,5,39
137847,2,14,41
236352,5,2,47
419097,4,13,10
250416,2,10,48
954539,2,11,21
931119,1,12,47
472644,1,15,13
758705,5,7,39
948572,2,5,26
755633,4,1,40
683001,1,20,22
865439,5,20,9
308439,1,14,7
120937,1,13,10
693066,5,18,21
288282,5,10,16
437115,2,14,7
900469,2,1,20
494645,4,17,28
523343,5,9,22
313199,5,19,16
311103,1,4,44
478280,1,8,43
559470,1,2,39
451162,5,9,18
850755,1,15,6
940578,5,5,29
408930,1,12,3
289445,4,17,25
667713,2,17,1
815914,5,17,12
514716,5,2,1
36650,2,3,20
688057,4,18,26
945060,5,9,12
608588,5,4,24
588077,5,18,38
903870,1,15,47
765820,2,16,35
611355,3,10,46
403392,4,18,30
989509,4,10,11
569585,3,19,15
311437,3,9,41
40647,3,2,32
741740,5,11,12
743925,1,5,29
29876,5,7,24
295058,1,10,3
444670,5,2,26
379963,5,13,50
299625,3,19,39
546725,5,14,50
814934,4,11,34
117329,4,2,14
413354,3,4,17
857252,4,7,44
155456,4,15,31
606852,1,12,22
495710,5,8,16
397800,4,4,31
234868,5,14,29
409339,1,15,17
284959,5,8,20
848689,3,4,18
521140,4,11,20
483057,3,16,8
513435,2,19,42
83119,3,18,50
585336,3,5,10
578814,3,13,15
187400,1,1,48
312608,1,20,50
474933,3,3,50
363877,1,5,35
277129,2,16,14
881653,2,10,21
307396,5,9,46
581559,2,19,45
720242,5,9,10
112227,3,3,39
971376,5,7,50
373257,4,5,4
652879,2,5,31
41473,3,12,6
236541,1,3,39
85309,1,9,14
99372,5,1,6
67225,2,16,38
337691,1,15,41
827389,2,16,33
142331,4,10,13
364888,5,13,45
879126,4,6,6
389582,2,18,10
609260,1,19,25
397606,2,2,20
215767,3,12,19
451015,3,1,29
977131,1,11,21
68322,2,5,17
189935,3,2,31
786804,4,12,20
683304,1,12,36
849612,5,1,32
444839,2,5,11
771203,5,10,47
959163,4,11,44
533012,2,10,1
310257,1,14,19
635501,3,7,27
361691,4,1,40
940811,1,4,24
977241,2,5,29
897613,3,11,9
996713,1,19,38
886249,2,18,38
281806,4,16,17
214719,2,8,12
713044,3,15,40
677686,2,18,40
230551,5,10,2
390859,2,19,50
21885,1,6,28
22356,3,19,34
666904,5,7,14
977551,3,6,27
797563,4,8,43
354557,4,4,48
956845,2,12,37
710372,4,5,19
809598,2,4,7
99144,3,8,31
139059,1,18,27
189540,1,5,27
982639,5,16,1
884134,4,10,8
593444,1,15,2
790277,4,8,43
788506,4,14,21
39390,3,7,3
732825,2,2,26
449617,5,14,47
539990,3,4,7
57269,2,3,23
903265,2,14,20
801709,3,2,35
239063,3,4,43
102587,5,10,30
656452,3,1,42
181064,5,9,25
121242,5,11,16
647098,2,2,38
189632,4,5,24
529251,3,8,36
161730,2,4,42
643724,1,3,49
610376,1,16,38
673204,4,4,20
204380,4,9,44
157797,1,5,17
816839,5,6,9
99091,2,15,34
527746,2,17,16
687328,1,11,17
513997,3,18,32
911683,3,4,29
620509,1,4,2
725528,5,18,12
350194,5,5,30
989677,4,17,12
398159,3,2,12
199761,5,12,42
813771,3,12,9
696407,4,6,36
116947,5,20,17
994027,4,15,34
876708,1,19,12
561297,3,10,47
608618,4,20,7
879192,5,16,7
512942,2,14,39
738697,4,7,23
491592,3,16,13
727936,4,6,16
478892,1,14,2
960500,2,18,37
166620,5,14,5
122331,2,11,46
712180,5,10,43
328027,4,12,49
744592,3,16,40
690691,4,8,16
933238,3,18,6
120691,4,1,39
485351,3,15,27
775180,5,13,3
592085,2,9,38
109197,5,5,18
547648,4,20,5
334043,2,4,44
681066,4,13,25
572688,1,1,6
393100,4,16,31
788730,5,10,15
115732,1,13,27
78180,2,2,23
206022,3,8,48
437324,3,20,19
342952,5,7,12
727240,2,13,29
944783,2,7,14
468012,2,13,25
169809,5,14,22
43223,5,20,30
328915,3,19,3
157525,3,3,15
337998,5,11,36
459332,2,9,48
585759,4,13,35
812566,4,11,28
956176,4,7,46
600168,2,9,27
65930,1,8,3
634994,2,10,46
575510,1,6,8
71957,4,17,8
728878,4,16,46
564874,4,8,15
193901,5,12,6
646451,5,14,4
694019,4,20,6
514080,1,12,32
127544,2,11,20
311280,4,6,34
824074,5,8,22
75468,2,13,12
607283,5,19,42
542990,2,10,45
79867,3,1,45
688160,5,6,43
968872,2,12,18
670188,5,1,29
924187,2,19,18
671037,2,10,37
85773,3,18,14
822456,5,17,31
580242,1,5,36
125795,3,8,7
162347,2,14,50
236043,4,14,21
68302,4,10,8
907560,5,19,28
554120,3,9,38
197128,3,6,3
779332,4,1,48
292784,3,19,30
352783,4,17,43
874920,4,20,40
877366,5,1,3
75505,4,8,45
45373,3,8,28
23133,4,4,47
199318,4,10,42
164530,3,13,37
231111,1,9,19
541124,5,1,50
345939,3,17,48
598216,1,17,23
240760,2,1,36
863385,1,17,44
561457,5,4,10
243313,4,8,17
423181,1,15,4
765007,1,8,10
345274,2,7,15
277833,1,8,10
785066,1,7,50
758291,4,20,3
844385,2,14,32
285677,2,7,31
49264,2,4,14
799089,5,13,41
20384,2,16,50
715274,3,1,21
512981,2,20,9
735084,4,8,10
551615,4,4,37
774028,2,7,41
451498,4,20,28
489642,5,3,33
815559,1,15,44
641085,4,7,41
198750,4,5,14
583766,1,17,43
480637,3,20,17
518743,3,7,38
480353,5,2,41
218452,4,9,33
523071,4,7,23
690101,1,13,22
672085,3,14,12
756990,2,2,11
451990,3,16,28
943934,4,10,17
687693,4,4,49
278498,4,1,46
675963,2,12,6
848425,2,4,12
474594,3,19,22
154546,2,16,22
190735,1,10,42
567277,3,12,8
670758,2,5,1
717513,1,5,5
863233,1,18,43
909689,3,11,9
731871,4,9,9
678345,5,19,48
708484,1,10,31
742840,5,12,20
337946,5,7,3
940468,5,1,19
223006,3,10,4
439838,4,17,18
435954,5,14,23
260389,1,7,48
519256,2,9,7
407877,4,13,44
721343,3,11,21
140897,4,2,41
428407,1,8,8
929712,4,10,15
62347,2,3,50
708203,3,10,15
162927,1,20,40
652029,3,5,5
881258,3,16,12
775031,2,8,24
947057,4,19,28
579503,1,6,35
637898,4,18,10
552499,1,5,9
847479,5,5,19
159770,3,13,9
868802,1,2,5
479681,2,4,23
383177,5,1,11
833063,3,14,49
474593,5,12,3
760271,5,2,14
642761,4,15,5
166150,5,18,11
229454,4,5,17
720863,3,8,7
319536,3,7,43
913156,4,2,43
57609,3,7,44
711927,2,5,39
425476,3,18,30
714797,5,11,42
327848,2,8,29
711840,5,3,2
578512,1,16,24
419514,3,7,30
644508,5,12,32
570932,5,9,22
304956,2,3,36
295615,4,7,12
854793,4,1,47
868149,4,1,31
505101,4,10,45
181500,4,20,38
704405,5,14,21
115733,1,15,29
235797,1,12,6
173547,1,8,32
814836,3,7,2
246944,5,2,14
753407,3,13,15
809935,3,3,4
574608,3,2,19
273633,4,2,43
260317,5,14,13
168397,2,6,40
311737,4,9,49
55194,4,3,39
806055,5,20,23
325580,4,8,12
386952,3,6,25
204773,1,8,15
148698,3,19,38
879322,3,19,29
801613,2,12,24
283568,4,6,22
258481,2,7,11
324876,1,2,38
130097,4,10,43
186249,1,18,12
277939,2,10,29
937518,4,11,47
559521,2,11,38
400105,2,15,30
589115,4,19,46
930927,3,3,48
986984,2,12,7
648772,4,10,28
228936,4,6,27
182087,2,13,37
182076,1,11,39
281163,2,1,2
34072,1,15,23
328363,3,4,14
999249,4,17,4
841336,2,13,15
591273,3,7,31
107613,4,2,30
792281,1,1,16
182940,5,10,36
798011,5,2,9
509563,3,1,30
155983,1,19,13
385838,1,17,33
363518,5,9,35
965012,2,18,47
195659,2,2,1
620542,3,12,14
711055,4,18,40
84322,5,9,46
34781,5,7,14
985441,1,17,14
925263,1,9,8
78266,3,15,11
610029,4,1,2
215170,2,8,20
996493,2,3,39
789186,2,14,16
692704,2,11,5
783792,3,16,12
914305,3,16,44
867045,5,19,36
130911,5,20,5
321467,5,15,30
612366,5,5,17
964467,4,10,35
778743,1,7,44
123038,4,14,33
373875,5,4,11
28887,1,5,43
492011,4,20,18
319206,2,10,36
885564,4,20,19
714882,2,12,48
432972,2,18,37
910807,2,8,36
581688,3,19,17
743387,4,11,27
240443,1,19,25
157747,3,19,24
957369,4,14,17
778368,3,7,28
692645,2,3,39
189092,4,12,4
20937,1,5,20
201512,5,17,16
787004,2,18,29
687570,1,19,8
460308,1,1,49
929615,4,11,36
931921,5,3,43
150295,5,19,40
392636,2,15,17
768716,3,11,50
391339,1,18,1
932935,4,2,21
313596,3,13,13
95501,5,19,42
369913,2,3,28
532315,2,4,43
329666,3,10,30
712640,4,19,22
419821,2,8,14
681925,2,12,19
304451,5,19,18
355100,2,2,22
631946,5,20,30
765877,3,18,7
454916,2,13,26
956876,1,8,20
306457,5,6,21
862691,3,19,5
598133,3,17,7
310352,1,10,24
576542,1,5,42
439431,4,10,46
494533,5,4,30
877696,1,16,12
704555,1,10,16
673696,2,17,6
667183,3,10,23
594611,4,15,13
482325,2,15,45
482470,1,17,36
163615,2,18,43
242575,1,19,48
363280,1,13,21
556659,1,3,25
910351,2,8,3
738698,5,5,2
330990,4,17,37
931992,2,1,15
678082,5,10,7
407821,4,6,48
272457,4,5,24
48206,2,1,6
771996,2,20,27
590860,5,12,21
45365,3,10,21
123123,5,11,22
916116,1,2,1
939255,4,13,48
324626,1,5,36
226559,3,13,33
663969,2,15,13
183629,2,16,5
648992,2,7,14
365429,3,5,47
591883,2,1,50
564847,5,14,29
414164,1,4,18
649416,3,11,2
848950,3,3,28
837034,4,2,14
279749,1,6,20
659218,4,3,25
779356,2,11,46
273774,3,10,33
385335,1,18,28
66303,5,19,27
244714,2,15,45
866184,1,9,50
554016,5,13,18
448605,2,18,10
848240,4,20,30
404642,5,4,37
222635,2,16,17
517214,1,8,38
908632,1,10,41
536266,1,7,47
865440,4,4,42
691338,5,6,8
678917,1,12,24
36924,1,20,22
979745,5,5,35
575161,1,12,40
691841,4,13,42
453416,2,6,18
162731,3,6,37
332576,2,18,21
433109,1,14,41
909628,3,2,31
755340,2,15,6
816776,1,3,28
846994,5,20,25
864021,5,10,40
745887,3,2,6
379524,4,3,1
400945,3,17,18
182350,2,15,27
114962,3,3,18
569954,1,10,31
404318,4,15,25
646799,5,1,14
930973,5,4,20
984542,1,15,41
560103,4,1,19
532609,5,6,41
624578,2,11,20
149445,1,3,28
781882,5,7,36
611737,3,16,22
36173,5,12,13
122869,1,17,33
101056,1,18,38
385272,4,15,36
837442,4,14,29
566347,4,2,47
954561,2,13,34
53129,2,4,43
406597,3,16,14
528816,1,2,46
53450,1,9,1
899883,3,1,38
880234,1,10,16
917061,1,2,39
110559,1,5,41
548743,5,12,25
840156,1,14,17
359474,5,17,23
558110,1,4,49
701533,5,9,37
688638,2,3,20
747361,5,15,22
111837,3,14,30
221237,3,13,29
996938,3,6,31
644760,5,2,3
386927,5,15,21
175323,2,18,2
317213,1,1,24
556600,5,14,14
329812,1,10,50
396240,3,3,26
171870,3,15,12
962180,2,13,20
602062,5,13,30
868857,1,12,11
697148,4,12,49
34172,2,18,36
774134,5,15,27
893469,3,6,18
827570,5,10,14
609711,1,4,12
929735,3,18,36
147414,4,13,8
297584,4,3,29
614822,1,12,48
916609,3,15,22
586822,1,6,45
497897,3,5,11
130272,5,18,45
567289,5,14,31
596460,5,15,16
545902,4,16,42
810119,3,19,44
698569,4,20,46
574433,1,6,29
797122,1,6,1
869796,2,13,11
458844,4,11,38
475544,5,16,50
482546,3,7,15
357831,5,2,28
185506,5,6,38
306733,5,9,31
977014,4,3,46
812099,5,18,13
870892,1,13,19
577517,4,12,14
712772,4,7,44
485796,1,2,27
650856,3,11,25
705046,1,13,45
78888,1,14,32
406493,4,3,47
412220,3,7,41
646173,4,17,9
202847,5,17,48
873216,3,18,44
279915,4,20,47
774696,4,4,1
248622,1,9,36
975594,3,1,48
44105,1,2,44
843485,5,2,50
226280,1,7,37
48610,3,11,4
540024,3,5,28
92409,4,8,38
66238,4,15,28
735218,2,12,45
935824,4,3,44
44737,1,2,50
717756,1,5,15
853388,1,11,33
298766,2,16,14
581295,5,1,48
627523,5,17,47
964632,2,16,43
880465,5,15,49
271036,2,5,46
357649,4,19,22
643098,2,18,35
25232,1,3,5
767265,3,1,30
225359,4,11,50
633460,1,2,38
962288,1,7,44
646590,2,17,46
730406,5,19,18
541447,3,2,41
600697,5,7,25
89855,4,7,7
676434,4,12,44
822365,4,17,21
785067,3,2,26
286671,2,2,18
532391,2,17,29
549025,2,17,5
799377,4,9,40
96820,5,4,18
425131,1,2,9
198603,1,18,23
568615,4,1,27
239103,3,3,1
27585,1,5,36
739711,4,5,17
282870,4,19,6
697239,5,1,45
918328,1,11,3
675914,4,20,15
22953,2,9,30
556522,4,12,6
457057,4,7,13
39531,4,20,43
999561,5,17,32
489320,2,16,20
454726,2,7,31
596469,2,2,4
213282,3,1,50
341377,4,5,29
109758,2,5,44
